orderDate,orderDate_Year,orderDate_Quarter,orderDate_Month,orderDate_Week,orderDate_Date,fiscalMonth,fiscalQuart,fiscalWeek,fiscalYear
05/21/07,2007,2,5,21,21,2,1,8,2007
05/21/07,2007,2,5,21,21,2,1,8,2007
07/16/10,2010,3,7,29,16,4,2,16,2010
08/01/10,2010,3,8,32,1,5,2,19,2010
07/07/10,2010,3,7,28,7,4,2,15,2010
07/16/10,2010,3,7,29,16,4,2,16,2010
07/18/10,2010,3,7,30,18,4,2,17,2010
07/18/10,2010,3,7,30,18,4,2,17,2010
11/04/06,2006,4,11,44,4,8,3,31,2006
11/02/08,2008,4,11,45,2,8,3,32,2008
09/10/07,2007,3,9,37,10,6,2,24,2007
09/10/07,2007,3,9,37,10,6,2,24,2007
06/05/05,2005,2,6,24,5,3,1,11,2005
06/05/05,2005,2,6,24,5,3,1,11,2005
06/05/05,2005,2,6,24,5,3,1,11,2005
05/21/09,2009,2,5,21,21,2,1,8,2009
05/21/09,2009,2,5,21,21,2,1,8,2009
05/09/05,2005,2,5,20,9,2,1,7,2005
05/31/05,2005,2,5,23,31,2,1,10,2005
05/31/05,2005,2,5,23,31,2,1,10,2005
05/10/05,2005,2,5,20,10,2,1,7,2005
05/10/05,2005,2,5,20,10,2,1,7,2005
05/31/05,2005,2,5,23,31,2,1,10,2005
02/17/08,2008,1,2,8,17,11,4,47,2007
06/26/05,2005,2,6,27,26,3,1,14,2005
10/12/06,2006,4,10,41,12,7,3,28,2006
03/22/09,2009,1,3,13,22,12,4,0,2008
04/12/09,2009,2,4,16,12,1,1,3,2009
04/02/09,2009,2,4,14,2,1,1,1,2009
03/22/09,2009,1,3,13,22,12,4,0,2008
04/12/06,2006,2,4,15,12,1,1,2,2006
01/11/10,2010,1,1,3,11,10,4,42,2009
03/31/09,2009,1,3,14,31,12,4,1,2008
01/04/10,2010,1,1,2,4,10,4,41,2009
01/06/10,2010,1,1,2,6,10,4,41,2009
01/06/10,2010,1,1,2,6,10,4,41,2009
01/18/10,2010,1,1,4,18,10,4,43,2009
01/20/10,2010,1,1,4,20,10,4,43,2009
01/08/10,2010,1,1,2,8,10,4,41,2009
12/24/09,2009,4,12,52,24,9,3,39,2009
12/31/09,2009,4,12,1,31,9,3,40,2009
12/31/09,2009,4,12,1,31,9,3,40,2009
12/23/09,2009,4,12,52,23,9,3,39,2009
03/12/10,2010,1,3,11,12,12,4,50,2009
03/12/10,2010,1,3,11,12,12,4,50,2009
03/12/10,2010,1,3,11,12,12,4,50,2009
05/20/07,2007,2,5,21,20,2,1,8,2007
05/20/07,2007,2,5,21,20,2,1,8,2007
02/26/09,2009,1,2,9,26,11,4,48,2008
03/20/09,2009,1,3,12,20,12,4,51,2008
03/20/09,2009,1,3,12,20,12,4,51,2008
03/15/09,2009,1,3,12,15,12,4,51,2008
03/06/09,2009,1,3,10,6,12,4,49,2008
02/25/09,2009,1,2,9,25,11,4,48,2008
02/25/09,2009,1,2,9,25,11,4,48,2008
03/10/09,2009,1,3,11,10,12,4,50,2008
03/19/09,2009,1,3,12,19,12,4,51,2008
04/21/06,2006,2,4,16,21,1,1,3,2006
04/21/06,2006,2,4,16,21,1,1,3,2006
04/21/06,2006,2,4,16,21,1,1,3,2006
04/24/06,2006,2,4,17,24,1,1,4,2006
08/26/06,2006,3,8,34,26,5,2,21,2006
08/20/06,2006,3,8,34,20,5,2,21,2006
04/11/06,2006,2,4,15,11,1,1,2,2006
05/04/06,2006,2,5,18,4,2,1,5,2006
04/27/06,2006,2,4,17,27,1,1,4,2006
09/07/06,2006,3,9,36,7,6,2,23,2006
09/07/06,2006,3,9,36,7,6,2,23,2006
09/07/06,2006,3,9,36,7,6,2,23,2006
09/07/06,2006,3,9,36,7,6,2,23,2006
09/15/06,2006,3,9,37,15,6,2,24,2006
04/15/06,2006,2,4,15,15,1,1,2,2006
05/03/07,2007,2,5,18,3,2,1,5,2007
07/23/07,2007,3,7,30,23,4,2,17,2007
07/31/07,2007,3,7,31,31,4,2,18,2007
10/18/10,2010,4,10,43,18,7,3,30,2010
10/10/10,2010,4,10,42,10,7,3,29,2010
08/10/09,2009,3,8,33,10,5,2,20,2009
08/10/09,2009,3,8,33,10,5,2,20,2009
08/03/07,2007,3,8,31,3,5,2,18,2007
05/16/07,2007,2,5,20,16,2,1,7,2007
05/16/07,2007,2,5,20,16,2,1,7,2007
05/07/07,2007,2,5,19,7,2,1,6,2007
05/07/07,2007,2,5,19,7,2,1,6,2007
09/24/10,2010,3,9,39,24,6,2,26,2010
09/24/10,2010,3,9,39,24,6,2,26,2010
09/21/06,2006,3,9,38,21,6,2,25,2006
09/21/06,2006,3,9,38,21,6,2,25,2006
08/06/09,2009,3,8,32,6,5,2,19,2009
08/06/09,2009,3,8,32,6,5,2,19,2009
08/06/09,2009,3,8,32,6,5,2,19,2009
10/02/06,2006,4,10,40,2,7,3,27,2006
09/27/06,2006,3,9,39,27,6,2,26,2006
09/20/06,2006,3,9,38,20,6,2,25,2006
09/20/06,2006,3,9,38,20,6,2,25,2006
10/12/10,2010,4,10,42,12,7,3,29,2010
10/12/10,2010,4,10,42,12,7,3,29,2010
10/02/06,2006,4,10,40,2,7,3,27,2006
09/17/06,2006,3,9,38,17,6,2,25,2006
09/17/06,2006,3,9,38,17,6,2,25,2006
06/28/08,2008,2,6,26,28,3,1,13,2008
07/02/08,2008,3,7,27,2,4,2,14,2008
06/21/08,2008,2,6,25,21,3,1,12,2008
09/22/10,2010,3,9,39,22,6,2,26,2010
09/22/10,2010,3,9,39,22,6,2,26,2010
09/22/10,2010,3,9,39,22,6,2,26,2010
09/22/10,2010,3,9,39,22,6,2,26,2010
07/04/08,2008,3,7,27,4,4,2,14,2008
07/04/08,2008,3,7,27,4,4,2,14,2008
07/04/08,2008,3,7,27,4,4,2,14,2008
07/04/08,2008,3,7,27,4,4,2,14,2008
06/25/08,2008,2,6,26,25,3,1,13,2008
07/15/08,2008,3,7,29,15,4,2,16,2008
07/15/08,2008,3,7,29,15,4,2,16,2008
01/11/08,2008,1,1,2,11,10,4,41,2007
01/11/08,2008,1,1,2,11,10,4,41,2007
07/09/08,2008,3,7,28,9,4,2,15,2008
07/09/08,2008,3,7,28,9,4,2,15,2008
01/06/10,2010,1,1,2,6,10,4,41,2009
10/02/09,2009,4,10,40,2,7,3,27,2009
10/02/09,2009,4,10,40,2,7,3,27,2009
10/01/09,2009,4,10,40,1,7,3,27,2009
12/18/07,2007,4,12,51,18,9,3,38,2007
09/16/09,2009,3,9,38,16,6,2,25,2009
10/01/09,2009,4,10,40,1,7,3,27,2009
09/29/09,2009,3,9,40,29,6,2,27,2009
12/14/07,2007,4,12,50,14,9,3,37,2007
12/14/07,2007,4,12,50,14,9,3,37,2007
12/18/07,2007,4,12,51,18,9,3,38,2007
12/18/07,2007,4,12,51,18,9,3,38,2007
10/07/09,2009,4,10,41,7,7,3,28,2009
10/07/09,2009,4,10,41,7,7,3,28,2009
07/30/07,2007,3,7,31,30,4,2,18,2007
07/30/07,2007,3,7,31,30,4,2,18,2007
12/15/07,2007,4,12,50,15,9,3,37,2007
12/15/07,2007,4,12,50,15,9,3,37,2007
12/15/07,2007,4,12,50,15,9,3,37,2007
11/23/07,2007,4,11,47,23,8,3,34,2007
11/23/07,2007,4,11,47,23,8,3,34,2007
12/05/07,2007,4,12,49,5,9,3,36,2007
12/05/07,2007,4,12,49,5,9,3,36,2007
12/11/08,2008,4,12,50,11,9,3,37,2008
03/08/09,2009,1,3,11,8,12,4,50,2008
03/10/09,2009,1,3,11,10,12,4,50,2008
03/10/09,2009,1,3,11,10,12,4,50,2008
01/12/10,2010,1,1,3,12,10,4,42,2009
09/06/10,2010,3,9,37,6,6,2,24,2010
09/09/10,2010,3,9,37,9,6,2,24,2010
08/27/10,2010,3,8,35,27,5,2,22,2010
08/26/10,2010,3,8,35,26,5,2,22,2010
09/08/10,2010,3,9,37,8,6,2,24,2010
09/08/10,2010,3,9,37,8,6,2,24,2010
09/08/10,2010,3,9,37,8,6,2,24,2010
09/08/10,2010,3,9,37,8,6,2,24,2010
09/08/10,2010,3,9,37,8,6,2,24,2010
09/08/10,2010,3,9,37,8,6,2,24,2010
08/22/10,2010,3,8,35,22,5,2,22,2010
08/31/10,2010,3,8,36,31,5,2,23,2010
08/31/10,2010,3,8,36,31,5,2,23,2010
08/31/10,2010,3,8,36,31,5,2,23,2010
12/04/06,2006,4,12,49,4,9,3,36,2006
12/04/06,2006,4,12,49,4,9,3,36,2006
12/04/06,2006,4,12,49,4,9,3,36,2006
03/05/07,2007,1,3,10,5,12,4,49,2006
02/12/07,2007,1,2,7,12,11,4,46,2006
03/09/07,2007,1,3,10,9,12,4,49,2006
03/09/07,2007,1,3,10,9,12,4,49,2006
03/09/07,2007,1,3,10,9,12,4,49,2006
02/15/07,2007,1,2,7,15,11,4,46,2006
02/15/07,2007,1,2,7,15,11,4,46,2006
02/15/07,2007,1,2,7,15,11,4,46,2006
03/15/07,2007,1,3,11,15,12,4,50,2006
02/15/07,2007,1,2,7,15,11,4,46,2006
02/15/07,2007,1,2,7,15,11,4,46,2006
02/28/07,2007,1,2,9,28,11,4,48,2006
11/15/06,2006,4,11,46,15,8,3,33,2006
11/15/06,2006,4,11,46,15,8,3,33,2006
12/18/07,2007,4,12,51,18,9,3,38,2007
03/11/07,2007,1,3,11,11,12,4,50,2006
11/02/06,2006,4,11,44,2,8,3,31,2006
11/02/06,2006,4,11,44,2,8,3,31,2006
11/14/06,2006,4,11,46,14,8,3,33,2006
11/14/06,2006,4,11,46,14,8,3,33,2006
12/04/06,2006,4,12,49,4,9,3,36,2006
12/04/06,2006,4,12,49,4,9,3,36,2006
11/28/06,2006,4,11,48,28,8,3,35,2006
03/14/08,2008,1,3,11,14,12,4,50,2007
06/05/07,2007,2,6,23,5,3,1,10,2007
05/08/07,2007,2,5,19,8,2,1,6,2007
06/07/08,2008,2,6,23,7,3,1,10,2008
06/02/07,2007,2,6,22,2,3,1,9,2007
05/05/07,2007,2,5,18,5,2,1,5,2007
05/21/07,2007,2,5,21,21,2,1,8,2007
05/21/07,2007,2,5,21,21,2,1,8,2007
05/21/07,2007,2,5,21,21,2,1,8,2007
05/21/07,2007,2,5,21,21,2,1,8,2007
05/21/07,2007,2,5,21,21,2,1,8,2007
10/30/09,2009,4,10,44,30,7,3,31,2009
09/15/08,2008,3,9,38,15,6,2,25,2008
09/15/08,2008,3,9,38,15,6,2,25,2008
11/02/09,2009,4,11,45,2,8,3,32,2009
11/02/09,2009,4,11,45,2,8,3,32,2009
11/02/09,2009,4,11,45,2,8,3,32,2009
11/02/09,2009,4,11,45,2,8,3,32,2009
07/31/08,2008,3,7,31,31,4,2,18,2008
07/31/08,2008,3,7,31,31,4,2,18,2008
07/08/08,2008,3,7,28,8,4,2,15,2008
07/08/08,2008,3,7,28,8,4,2,15,2008
07/14/08,2008,3,7,29,14,4,2,16,2008
08/01/08,2008,3,8,31,1,5,2,18,2008
04/27/09,2009,2,4,18,27,1,1,5,2009
04/27/09,2009,2,4,18,27,1,1,5,2009
04/27/09,2009,2,4,18,27,1,1,5,2009
07/16/08,2008,3,7,29,16,4,2,16,2008
07/16/08,2008,3,7,29,16,4,2,16,2008
08/01/08,2008,3,8,31,1,5,2,18,2008
08/03/08,2008,3,8,32,3,5,2,19,2008
02/16/06,2006,1,2,7,16,11,4,46,2005
02/18/06,2006,1,2,7,18,11,4,46,2005
02/18/06,2006,1,2,7,18,11,4,46,2005
02/13/06,2006,1,2,7,13,11,4,46,2005
02/13/06,2006,1,2,7,13,11,4,46,2005
12/18/05,2005,4,12,52,18,9,3,39,2005
03/12/06,2006,1,3,11,12,12,4,50,2005
02/16/06,2006,1,2,7,16,11,4,46,2005
02/17/06,2006,1,2,7,17,11,4,46,2005
02/17/06,2006,1,2,7,17,11,4,46,2005
02/17/06,2006,1,2,7,17,11,4,46,2005
02/17/06,2006,1,2,7,17,11,4,46,2005
02/17/06,2006,1,2,7,17,11,4,46,2005
12/24/07,2007,4,12,52,24,9,3,39,2007
01/20/05,2005,1,1,4,20,10,4,43,2004
03/19/07,2007,1,3,12,19,12,4,51,2006
02/05/05,2005,1,2,6,5,11,4,45,2004
04/22/08,2008,2,4,17,22,1,1,4,2008
02/07/05,2005,1,2,7,7,11,4,46,2004
01/22/05,2005,1,1,4,22,10,4,43,2004
01/22/05,2005,1,1,4,22,10,4,43,2004
01/28/05,2005,1,1,5,28,10,4,44,2004
01/06/05,2005,1,1,2,6,10,4,41,2004
01/06/05,2005,1,1,2,6,10,4,41,2004
02/07/05,2005,1,2,7,7,11,4,46,2004
07/08/07,2007,3,7,28,8,4,2,15,2007
07/08/07,2007,3,7,28,8,4,2,15,2007
01/13/05,2005,1,1,3,13,10,4,42,2004
12/21/06,2006,4,12,51,21,9,3,38,2006
12/21/06,2006,4,12,51,21,9,3,38,2006
10/31/09,2009,4,10,44,31,7,3,31,2009
08/26/08,2008,3,8,35,26,5,2,22,2008
12/10/06,2006,4,12,50,10,9,3,37,2006
12/25/06,2006,4,12,52,25,9,3,39,2006
12/25/06,2006,4,12,52,25,9,3,39,2006
12/25/06,2006,4,12,52,25,9,3,39,2006
12/25/06,2006,4,12,52,25,9,3,39,2006
12/05/06,2006,4,12,49,5,9,3,36,2006
12/24/06,2006,4,12,52,24,9,3,39,2006
03/25/07,2007,1,3,13,25,12,4,0,2006
01/17/07,2007,1,1,3,17,10,4,42,2006
03/21/07,2007,1,3,12,21,12,4,51,2006
03/16/07,2007,1,3,11,16,12,4,50,2006
03/16/07,2007,1,3,11,16,12,4,50,2006
03/29/07,2007,1,3,13,29,12,4,0,2006
01/03/05,2005,1,1,2,3,10,4,41,2004
03/20/07,2007,1,3,12,20,12,4,51,2006
03/31/07,2007,1,3,13,31,12,4,0,2006
03/31/07,2007,1,3,13,31,12,4,0,2006
03/31/07,2007,1,3,13,31,12,4,0,2006
04/09/07,2007,2,4,15,9,1,1,2,2007
08/19/05,2005,3,8,34,19,5,2,21,2005
08/19/05,2005,3,8,34,19,5,2,21,2005
12/27/07,2007,4,12,52,27,9,3,39,2007
05/24/05,2005,2,5,22,24,2,1,9,2005
05/24/05,2005,2,5,22,24,2,1,9,2005
05/24/05,2005,2,5,22,24,2,1,9,2005
06/04/05,2005,2,6,23,4,3,1,10,2005
07/21/09,2009,3,7,30,21,4,2,17,2009
08/17/09,2009,3,8,34,17,5,2,21,2009
08/17/09,2009,3,8,34,17,5,2,21,2009
08/17/09,2009,3,8,34,17,5,2,21,2009
08/08/05,2005,3,8,33,8,5,2,20,2005
09/02/05,2005,3,9,36,2,6,2,23,2005
08/11/09,2009,3,8,33,11,5,2,20,2009
05/29/05,2005,2,5,23,29,2,1,10,2005
05/29/05,2005,2,5,23,29,2,1,10,2005
05/20/05,2005,2,5,21,20,2,1,8,2005
05/20/05,2005,2,5,21,20,2,1,8,2005
07/28/09,2009,3,7,31,28,4,2,18,2009
07/28/09,2009,3,7,31,28,4,2,18,2009
07/28/09,2009,3,7,31,28,4,2,18,2009
06/07/05,2005,2,6,24,7,3,1,11,2005
05/22/05,2005,2,5,22,22,2,1,9,2005
05/22/05,2005,2,5,22,22,2,1,9,2005
05/22/05,2005,2,5,22,22,2,1,9,2005
05/18/05,2005,2,5,21,18,2,1,8,2005
05/21/05,2005,2,5,21,21,2,1,8,2005
04/12/09,2009,2,4,16,12,1,1,3,2009
08/30/09,2009,3,8,36,30,5,2,23,2009
04/24/09,2009,2,4,17,24,1,1,4,2009
11/04/09,2009,4,11,45,4,8,3,32,2009
08/16/08,2008,3,8,33,16,5,2,20,2008
09/07/08,2008,3,9,37,7,6,2,24,2008
08/25/08,2008,3,8,35,25,5,2,22,2008
08/25/08,2008,3,8,35,25,5,2,22,2008
09/12/08,2008,3,9,37,12,6,2,24,2008
09/12/08,2008,3,9,37,12,6,2,24,2008
09/12/08,2008,3,9,37,12,6,2,24,2008
08/28/08,2008,3,8,35,28,5,2,22,2008
08/28/08,2008,3,8,35,28,5,2,22,2008
08/28/08,2008,3,8,35,28,5,2,22,2008
08/28/08,2008,3,8,35,28,5,2,22,2008
08/27/08,2008,3,8,35,27,5,2,22,2008
08/27/08,2008,3,8,35,27,5,2,22,2008
08/31/08,2008,3,8,36,31,5,2,23,2008
09/07/08,2008,3,9,37,7,6,2,24,2008
09/07/08,2008,3,9,37,7,6,2,24,2008
09/21/08,2008,3,9,39,21,6,2,26,2008
08/29/08,2008,3,8,35,29,5,2,22,2008
08/29/08,2008,3,8,35,29,5,2,22,2008
09/11/08,2008,3,9,37,11,6,2,24,2008
10/30/07,2007,4,10,44,30,7,3,31,2007
09/02/08,2008,3,9,36,2,6,2,23,2008
09/02/08,2008,3,9,36,2,6,2,23,2008
09/28/08,2008,3,9,40,28,6,2,27,2008
01/30/05,2005,1,1,6,30,10,4,45,2004
05/02/06,2006,2,5,18,2,2,1,5,2006
05/02/06,2006,2,5,18,2,2,1,5,2006
05/02/06,2006,2,5,18,2,2,1,5,2006
05/22/06,2006,2,5,21,22,2,1,8,2006
05/22/06,2006,2,5,21,22,2,1,8,2006
05/22/06,2006,2,5,21,22,2,1,8,2006
05/22/06,2006,2,5,21,22,2,1,8,2006
12/29/05,2005,4,12,53,29,9,3,40,2005
01/15/06,2006,1,1,3,15,10,4,42,2005
01/15/06,2006,1,1,3,15,10,4,42,2005
01/09/06,2006,1,1,2,9,10,4,41,2005
01/09/06,2006,1,1,2,9,10,4,41,2005
01/09/06,2006,1,1,2,9,10,4,41,2005
01/09/06,2006,1,1,2,9,10,4,41,2005
12/28/05,2005,4,12,53,28,9,3,40,2005
12/28/05,2005,4,12,53,28,9,3,40,2005
01/19/06,2006,1,1,3,19,10,4,42,2005
01/19/06,2006,1,1,3,19,10,4,42,2005
12/31/05,2005,4,12,53,31,9,3,40,2005
01/08/06,2006,1,1,2,8,10,4,41,2005
12/17/07,2007,4,12,51,17,9,3,38,2007
12/10/07,2007,4,12,50,10,9,3,37,2007
12/10/07,2007,4,12,50,10,9,3,37,2007
12/04/07,2007,4,12,49,4,9,3,36,2007
11/28/07,2007,4,11,48,28,8,3,35,2007
11/28/07,2007,4,11,48,28,8,3,35,2007
11/28/07,2007,4,11,48,28,8,3,35,2007
12/18/07,2007,4,12,51,18,9,3,38,2007
12/18/07,2007,4,12,51,18,9,3,38,2007
12/04/07,2007,4,12,49,4,9,3,36,2007
11/22/07,2007,4,11,47,22,8,3,34,2007
03/20/07,2007,1,3,12,20,12,4,51,2006
03/20/07,2007,1,3,12,20,12,4,51,2006
12/23/07,2007,4,12,52,23,9,3,39,2007
12/11/07,2007,4,12,50,11,9,3,37,2007
09/07/08,2008,3,9,37,7,6,2,24,2008
09/07/08,2008,3,9,37,7,6,2,24,2008
10/19/08,2008,4,10,43,19,7,3,30,2008
10/26/08,2008,4,10,44,26,7,3,31,2008
10/26/08,2008,4,10,44,26,7,3,31,2008
10/26/08,2008,4,10,44,26,7,3,31,2008
10/13/08,2008,4,10,42,13,7,3,29,2008
09/20/08,2008,3,9,38,20,6,2,25,2008
10/13/08,2008,4,10,42,13,7,3,29,2008
10/26/08,2008,4,10,44,26,7,3,31,2008
10/28/08,2008,4,10,44,28,7,3,31,2008
10/28/08,2008,4,10,44,28,7,3,31,2008
10/28/08,2008,4,10,44,28,7,3,31,2008
10/28/08,2008,4,10,44,28,7,3,31,2008
10/28/08,2008,4,10,44,28,7,3,31,2008
05/20/05,2005,2,5,21,20,2,1,8,2005
03/22/07,2007,1,3,12,22,12,4,51,2006
03/27/07,2007,1,3,13,27,12,4,0,2006
04/29/07,2007,2,4,18,29,1,1,5,2007
03/15/07,2007,1,3,11,15,12,4,50,2006
03/15/07,2007,1,3,11,15,12,4,50,2006
03/15/07,2007,1,3,11,15,12,4,50,2006
04/14/07,2007,2,4,15,14,1,1,2,2007
04/14/07,2007,2,4,15,14,1,1,2,2007
04/14/07,2007,2,4,15,14,1,1,2,2007
03/05/07,2007,1,3,10,5,12,4,49,2006
05/02/07,2007,2,5,18,2,2,1,5,2007
04/15/07,2007,2,4,16,15,1,1,3,2007
06/28/05,2005,2,6,27,28,3,1,14,2005
06/26/05,2005,2,6,27,26,3,1,14,2005
06/15/05,2005,2,6,25,15,3,1,12,2005
06/15/05,2005,2,6,25,15,3,1,12,2005
07/05/05,2005,3,7,28,5,4,2,15,2005
07/05/05,2005,3,7,28,5,4,2,15,2005
04/02/07,2007,2,4,14,2,1,1,1,2007
04/02/07,2007,2,4,14,2,1,1,1,2007
09/20/05,2005,3,9,39,20,6,2,26,2005
09/20/05,2005,3,9,39,20,6,2,26,2005
09/06/05,2005,3,9,37,6,6,2,24,2005
09/04/05,2005,3,9,37,4,6,2,24,2005
09/04/05,2005,3,9,37,4,6,2,24,2005
09/06/05,2005,3,9,37,6,6,2,24,2005
09/06/05,2005,3,9,37,6,6,2,24,2005
08/29/05,2005,3,8,36,29,5,2,23,2005
09/22/05,2005,3,9,39,22,6,2,26,2005
09/05/05,2005,3,9,37,5,6,2,24,2005
08/15/09,2009,3,8,33,15,5,2,20,2009
10/01/05,2005,4,10,40,1,7,3,27,2005
09/12/05,2005,3,9,38,12,6,2,25,2005
09/12/05,2005,3,9,38,12,6,2,25,2005
08/02/09,2009,3,8,32,2,5,2,19,2009
11/09/08,2008,4,11,46,9,8,3,33,2008
11/09/08,2008,4,11,46,9,8,3,33,2008
11/09/08,2008,4,11,46,9,8,3,33,2008
10/17/05,2005,4,10,43,17,7,3,30,2005
10/17/05,2005,4,10,43,17,7,3,30,2005
03/28/06,2006,1,3,13,28,12,4,0,2005
03/28/06,2006,1,3,13,28,12,4,0,2005
03/05/05,2005,1,3,10,5,12,4,49,2004
03/20/05,2005,1,3,13,20,12,4,0,2004
03/20/05,2005,1,3,13,20,12,4,0,2004
02/28/05,2005,1,2,10,28,11,4,49,2004
02/27/05,2005,1,2,10,27,11,4,49,2004
02/26/05,2005,1,2,9,26,11,4,48,2004
03/20/05,2005,1,3,13,20,12,4,0,2004
03/22/05,2005,1,3,13,22,12,4,0,2004
03/22/05,2005,1,3,13,22,12,4,0,2004
02/28/05,2005,1,2,10,28,11,4,49,2004
06/19/09,2009,2,6,25,19,3,1,12,2009
06/19/09,2009,2,6,25,19,3,1,12,2009
06/19/09,2009,2,6,25,19,3,1,12,2009
07/29/09,2009,3,7,31,29,4,2,18,2009
10/16/09,2009,4,10,42,16,7,3,29,2009
10/16/09,2009,4,10,42,16,7,3,29,2009
05/22/06,2006,2,5,21,22,2,1,8,2006
02/29/08,2008,1,2,9,29,11,4,48,2007
02/29/08,2008,1,2,9,29,11,4,48,2007
03/03/08,2008,1,3,10,3,12,4,49,2007
06/14/05,2005,2,6,25,14,3,1,12,2005
07/01/05,2005,3,7,27,1,4,2,14,2005
06/25/05,2005,2,6,26,25,3,1,13,2005
06/25/05,2005,2,6,26,25,3,1,13,2005
06/28/05,2005,2,6,27,28,3,1,14,2005
06/20/05,2005,2,6,26,20,3,1,13,2005
05/09/08,2008,2,5,19,9,2,1,6,2008
05/09/08,2008,2,5,19,9,2,1,6,2008
08/11/09,2009,3,8,33,11,5,2,20,2009
07/22/09,2009,3,7,30,22,4,2,17,2009
08/16/09,2009,3,8,34,16,5,2,21,2009
08/16/09,2009,3,8,34,16,5,2,21,2009
08/15/09,2009,3,8,33,15,5,2,20,2009
08/09/09,2009,3,8,33,9,5,2,20,2009
08/03/09,2009,3,8,32,3,5,2,19,2009
07/24/09,2009,3,7,30,24,4,2,17,2009
04/05/05,2005,2,4,15,5,1,1,2,2005
07/15/09,2009,3,7,29,15,4,2,16,2009
07/15/09,2009,3,7,29,15,4,2,16,2009
07/14/10,2010,3,7,29,14,4,2,16,2010
06/25/10,2010,2,6,26,25,3,1,13,2010
06/25/10,2010,2,6,26,25,3,1,13,2010
06/25/10,2010,2,6,26,25,3,1,13,2010
06/28/10,2010,2,6,27,28,3,1,14,2010
07/06/10,2010,3,7,28,6,4,2,15,2010
07/06/10,2010,3,7,28,6,4,2,15,2010
07/06/10,2010,3,7,28,6,4,2,15,2010
06/30/10,2010,2,6,27,30,3,1,14,2010
01/30/06,2006,1,1,5,30,10,4,44,2005
02/06/06,2006,1,2,6,6,11,4,45,2005
01/17/06,2006,1,1,3,17,10,4,42,2005
01/22/06,2006,1,1,4,22,10,4,43,2005
02/13/06,2006,1,2,7,13,11,4,46,2005
01/26/06,2006,1,1,4,26,10,4,43,2005
01/26/06,2006,1,1,4,26,10,4,43,2005
04/13/10,2010,2,4,16,13,1,1,3,2010
04/07/10,2010,2,4,15,7,1,1,2,2010
04/07/10,2010,2,4,15,7,1,1,2,2010
04/07/10,2010,2,4,15,7,1,1,2,2010
12/20/07,2007,4,12,51,20,9,3,38,2007
12/31/07,2007,4,12,1,31,9,3,40,2007
04/06/10,2010,2,4,15,6,1,1,2,2010
04/08/10,2010,2,4,15,8,1,1,2,2010
04/08/10,2010,2,4,15,8,1,1,2,2010
04/11/10,2010,2,4,16,11,1,1,3,2010
04/11/10,2010,2,4,16,11,1,1,3,2010
12/19/07,2007,4,12,51,19,9,3,38,2007
12/19/07,2007,4,12,51,19,9,3,38,2007
12/24/07,2007,4,12,52,24,9,3,39,2007
12/24/07,2007,4,12,52,24,9,3,39,2007
12/31/07,2007,4,12,1,31,9,3,40,2007
12/08/07,2007,4,12,49,8,9,3,36,2007
01/04/08,2008,1,1,1,4,10,4,40,2007
12/31/07,2007,4,12,1,31,9,3,40,2007
11/19/07,2007,4,11,47,19,8,3,34,2007
11/19/07,2007,4,11,47,19,8,3,34,2007
11/03/07,2007,4,11,44,3,8,3,31,2007
11/03/07,2007,4,11,44,3,8,3,31,2007
10/29/07,2007,4,10,44,29,7,3,31,2007
10/29/07,2007,4,10,44,29,7,3,31,2007
10/29/07,2007,4,10,44,29,7,3,31,2007
10/29/07,2007,4,10,44,29,7,3,31,2007
11/08/07,2007,4,11,45,8,8,3,32,2007
11/08/07,2007,4,11,45,8,8,3,32,2007
11/08/07,2007,4,11,45,8,8,3,32,2007
11/21/07,2007,4,11,47,21,8,3,34,2007
11/16/07,2007,4,11,46,16,8,3,33,2007
12/26/08,2008,4,12,52,26,9,3,39,2008
07/30/10,2010,3,7,31,30,4,2,18,2010
08/11/10,2010,3,8,33,11,5,2,20,2010
08/11/10,2010,3,8,33,11,5,2,20,2010
08/24/08,2008,3,8,35,24,5,2,22,2008
08/04/10,2010,3,8,32,4,5,2,19,2010
08/04/10,2010,3,8,32,4,5,2,19,2010
08/04/10,2010,3,8,32,4,5,2,19,2010
07/26/10,2010,3,7,31,26,4,2,18,2010
07/26/10,2010,3,7,31,26,4,2,18,2010
07/26/10,2010,3,7,31,26,4,2,18,2010
07/26/10,2010,3,7,31,26,4,2,18,2010
07/26/10,2010,3,7,31,26,4,2,18,2010
07/30/10,2010,3,7,31,30,4,2,18,2010
07/30/10,2010,3,7,31,30,4,2,18,2010
04/11/06,2006,2,4,15,11,1,1,2,2006
04/11/06,2006,2,4,15,11,1,1,2,2006
04/07/06,2006,2,4,14,7,1,1,1,2006
04/07/06,2006,2,4,14,7,1,1,1,2006
04/07/06,2006,2,4,14,7,1,1,1,2006
03/31/06,2006,1,3,13,31,12,4,0,2005
03/31/06,2006,1,3,13,31,12,4,0,2005
03/25/06,2006,1,3,12,25,12,4,51,2005
03/25/06,2006,1,3,12,25,12,4,51,2005
03/25/06,2006,1,3,12,25,12,4,51,2005
03/25/06,2006,1,3,12,25,12,4,51,2005
04/03/09,2009,2,4,14,3,1,1,1,2009
12/16/06,2006,4,12,50,16,9,3,37,2006
12/14/06,2006,4,12,50,14,9,3,37,2006
12/14/06,2006,4,12,50,14,9,3,37,2006
07/28/10,2010,3,7,31,28,4,2,18,2010
